Product Name,Price,Original Price,Discount,Rating,Reviews,Features,Page Number
"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 128 GB)","₹22,999","₹24,999",8% off,4.4,"1,15,882 Ratings & 6,741 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 16.94 cm (6.67 inch) Display | 50MP + 13MP | 32MP Front Camera | 5500 mAh Battery | Dimensity 7400 Processor | 68W Charger | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,25
"POCO C85x Charger in the Box (Elite Black, 64 GB)","₹11,999","₹20,999",42% off,4,850 Ratings & 49 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB | 17.53 cm (6.9 inch) HD+ Display | 32MP Rear Camera | 6300 mAh Lithium-Ion Polymer Battery | T8300 Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,25
"vivo X200T (Seaside Lilac, 256 GB)","₹59,999","₹79,999",25% off,4.6,"1,636 Ratings & 271 Reviews",12 GB RAM | 256 GB ROM | 16.94 cm (6.67 inch) Full HD+ AMOLED Display | 50MP + 50MP + 50MP | 32MP Front Camera | 6200 mAh Battery | Dimensity 9400+ Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,25
"realme Gt 7 (Icesense Black, 512 GB)","₹41,999","₹52,999",20% off,4.4,723 Ratings & 68 Reviews,"12 GB RAM | 512 GB ROM | 17.22 cm (6.78 inch) Full HD+ AMOLED Display | 50MP + 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera | 7000 mAh Battery | Dimensity Processor | Phone, Power Adapter, SIM Tray Ejector, Phone Case, USB Cable",25
"Samsung Galaxy F56 5G (Green, 128 GB)","₹22,995","₹33,999",32% off,4.4,346 Ratings & 20 Reviews,8 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 8MP + 2MP | 12MP Front Camera | 5000 mAh Battery | Exynos 1480 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,25
"realme P4 Power 5G (TransSilver, 128 GB)","₹27,999","₹32,999",15% off,4.5,"3,759 Ratings & 340 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | Yes | 10001 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,26
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,26
"Samsung Galaxy A17 5G (Gray, 256 GB)","₹25,440","₹27,499",7% off,4.3,962 Ratings & 71 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 5MP + 2MP | 13MP Front Camera | 5000 mAh Battery | Samsung Exynos 1330 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,26
"POCO C85x Charger in the Box (Elite Black, 64 GB)","₹11,999","₹20,999",42% off,4,850 Ratings & 49 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB | 17.53 cm (6.9 inch) HD+ Display | 32MP Rear Camera | 6300 mAh Lithium-Ion Polymer Battery | T8300 Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,26
"vivo X200T (Seaside Lilac, 256 GB)","₹59,999","₹79,999",25% off,4.6,"1,636 Ratings & 271 Reviews",12 GB RAM | 256 GB ROM | 16.94 cm (6.67 inch) Full HD+ AMOLED Display | 50MP + 50MP + 50MP | 32MP Front Camera | 6200 mAh Battery | Dimensity 9400+ Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,26
"realme Gt 7 (Icesense Black, 512 GB)","₹41,999","₹52,999",20% off,4.4,723 Ratings & 68 Reviews,"12 GB RAM | 512 GB ROM | 17.22 cm (6.78 inch) Full HD+ AMOLED Display | 50MP + 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera | 7000 mAh Battery | Dimensity Processor | Phone, Power Adapter, SIM Tray Ejector, Phone Case, USB Cable",26
"Samsung Galaxy F56 5G (Green, 128 GB)","₹22,995","₹33,999",32% off,4.4,346 Ratings & 20 Reviews,8 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 8MP + 2MP | 12MP Front Camera | 5000 mAh Battery | Exynos 1480 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,26
"Samsung Galaxy S25 Ultra 5G (Titanium Silverblue, 256 GB)","₹1,04,499","₹1,29,999",19% off,4.6,"2,548 Ratings & 272 Reviews",12 GB RAM | 256 GB ROM | 17.53 cm (6.9 inch) Quad HD+ Display | 200MP + 50MP + 50MP + 10MP | 12MP Front Camera | 5000 mAh Battery | 8 Elite for Galaxy Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,26
Kechaoda A26,₹980,"₹1,599",38% off,4,"30,888 Ratings & 1,653 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB | 1.68 cm (0.66 inch) QVGA Display | 0MP | 0MP Front Camera | 800 mAh Battery | NA Processor | 1 Year DOMESTIC WARRANTY,26
"IQOO Z10 Lite 5G (Titanium Blue, 128 GB)","₹17,599","₹17,999",2% off,4.3,"4,058 Ratings & 168 Reviews",6 GB RAM | 128 GB ROM | 17.12 cm (6.74 inch) Display | 50MP Rear Camera | 6000 mAh Battery | 1 Year Warranty,26
Nokia 105 Dual Sim Keypad Phone with Built-in UPI Payments,"₹1,314","₹1,699",22% off,3.3,"7,686 Ratings & 470 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 MB | 4.5 cm (1.77 inch) Display | 0MP | 0MP Front Camera | 1000 mAh Battery | 1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,26
Jio JioBharat V4 4G,₹785,"₹1,699",53% off,3.8,"2,490 Ratings & 186 Reviews",32 MB RAM | 32 MB ROM | 4.5 cm (1.77 inch) Display | 0.3MP Rear Camera | 1000 mAh Battery | 1 YEAR,26
"vivo V70 (Lemon Yellow, 256 GB)","₹49,999","₹50,999",1% off,4.6,"1,060 Ratings & 122 Reviews",8 GB RAM | 256 GB ROM | 16.74 cm (6.59 inches) Full HD+ AMOLED Display | 50MP + 50MP + 8MP | Yes | 6500 mAh Li-ion battery Battery | Snapdragon 7 Gen 4 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,26
"Samsung Galaxy S25 FE 5G (Navy, 128 GB)","₹44,999","₹59,999",25% off,4.5,383 Ratings & 32 Reviews,8 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 12MP + 8MP | 12MP Front Camera | 4900 mAh Li-ion Battery | Exynos 2400 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,26
Kechaoda A27,₹940,"₹1,599",41% off,4,"16,828 Ratings & 888 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB | 1.68 cm (0.66 inch) QVGA Display | 0MP | 0MP Front Camera | 800 mAh Battery | NA Processor | 3 Months Company Warranty,26
"Samsung Galaxy S24 Exynos 5G (Amber Yellow, 128 GB)","₹49,999","₹74,999",33% off,4.5,"6,845 Ratings & 445 Reviews",8 GB RAM | 128 GB ROM | 15.75 cm (6.2 inch) Full HD+ Display | 50MP + 10MP + 12MP | 12MP Front Camera | 4000 mAh Battery | Exynos 2400 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,26
"realme P4 Power 5G (TransSilver, 128 GB)","₹27,999","₹32,999",15% off,4.5,"3,759 Ratings & 340 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | Yes | 10001 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,26
"vivo X200T (Seaside Lilac, 512 GB)","₹69,999","₹87,999",20% off,4.6,"1,636 Ratings & 271 Reviews",12 GB RAM | 512 GB ROM | 16.94 cm (6.67 inch) Full HD+ AMOLED Display | 50MP + 50MP + 50MP | 32MP Front Camera | 6200 mAh Battery | Dimensity 9400+ Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,26
Snexian ROCK 7600,₹999,"₹1,999",50% off,3.6,566 Ratings & 32 Reviews,512 MB RAM | 256 MB ROM | 4.57 cm (1.8 inch) Display | 0.3MP Rear Camera | 1000 mAh Battery | 3 months domestic warranty,26
"REDMI 15C 5G (Moonlight Blue, 128 GB)","₹19,990","₹19,999",,4.3,164 Ratings & 12 Reviews,8 GB RAM | 128 GB ROM | 17.53 cm (6.9 inch) Display | 50MP Rear Camera | 6000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,26
"realme 15 Pro 5G (Silk Purple, 256 GB)","₹30,999","₹39,999",22% off,4.4,"5,407 Ratings & 411 Reviews",12 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Display | 50MP + 50MP | 50MP Front Camera | 7000 mAh Battery | Snapdragon 7 Gen 4 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,26
"realme 15 Pro 5G (Silk Purple, 256 GB)","₹28,999","₹37,999",23% off,4.3,"9,165 Ratings & 815 Reviews",8 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Display | 50MP + 50MP | 50MP Front Camera | 7000 mAh Battery | Snapdragon 7 Gen 4 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,26
"REDMI A7 Pro 5G (Mist Blue, 128 GB)","₹13,934","₹16,999",18% off,3.8,50 Ratings & 8 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 128 GB | 17.53 cm (6.9 inch) Full HD+ Display | 32MP Rear Camera | 6300 mAh Battery | UNISOC T8300 octa-core processor Processor | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,26
"REDMI A7 Pro 5G (Sunset Orange, 64 GB)","₹12,827","₹15,999",19% off,3.8,50 Ratings & 8 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 64 GB | 17.53 cm (6.9 inch) Full HD+ Display | 32MP Rear Camera | 6300 mAh Battery | UNISOC T8300 octa-core processor Processor | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,26
"REDMI A7 Pro 5G (Sunset Orange, 128 GB)","₹13,899","₹16,999",18% off,3.8,50 Ratings & 8 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 128 GB | 17.53 cm (6.9 inch) Full HD+ Display | 32MP Rear Camera | 6300 mAh Battery | UNISOC T8300 octa-core processor Processor | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,27
"Samsung Galaxy S24 Exynos 5G (Amber Yellow, 128 GB)","₹49,999","₹74,999",33% off,4.5,"6,845 Ratings & 445 Reviews",8 GB RAM | 128 GB ROM | 15.75 cm (6.2 inch) Full HD+ Display | 50MP + 10MP + 12MP | 12MP Front Camera | 4000 mAh Battery | Exynos 2400 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,27
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,27
itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,"₹1,579","₹1,799",12% off,4.1,"26,581 Ratings & 1,523 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB | 7.11 cm (2.8 inch) Quarter QVGA Display | 0.8MP + 0MP | 0MP Front Camera | 1900 mAh Battery | Unisoc Processor | 12+1 month manufacturer warranty,27
"Samsung Galaxy S25 FE 5G (Navy, 256 GB)","₹50,999","₹65,999",22% off,4.5,383 Ratings & 32 Reviews,8 GB RAM | 256 GB ROM | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 12MP + 8MP | 12MP Front Camera | 4900 mAh Li-ion Battery | Exynos 2400 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,27
"REDMI Note 15 Pro + 5G (Coffee Mocha, 256 GB)","₹39,995","₹41,999",4% off,4.2,29 Ratings & 2 Reviews,12 GB RAM | 256 GB ROM | 17.35 cm (6.83 inch) Display | 200MP Rear Camera | 6500 mAh Battery | 12 Months Brand Warranty,27
"Motorola Edge 40 Neo (Caneel Bay, 128 GB)","₹27,999",,,4.3,"58,241 Ratings & 5,944 Reviews",8 GB RAM | 128 GB ROM | 16.64 cm (6.55 inch) Full HD+ Display | 50MP + 13MP | 32MP Front Camera | 5000 mAh Battery | Dimensity 7030 Processor | 1 Year on Handset and 6 Months on Accessories,27
"Samsung Galaxy S25 FE 5G (Jetblack, 128 GB)","₹44,999","₹59,999",25% off,4.5,383 Ratings & 32 Reviews,8 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 12MP + 8MP | 12MP Front Camera | 4900 mAh Li-ion Battery | Exynos 2400 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,27
"REDMI Note 15 SE 5G (Crimson Reserve, 256 GB)","₹23,999","₹27,999",14% off,4.3,463 Ratings & 57 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB | 17.2 cm (6.77 inch) Full HD+ AMOLED Display | 50MP Rear Camera | 20MP Front Camera | 5800 mAh Lithium-Ion Polymer Battery | Snapdragon 6 Gen 3 Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,27
"REDMI A7 Pro 5G (Mist Blue, 128 GB)","₹13,934","₹16,999",18% off,3.8,50 Ratings & 8 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 128 GB | 17.53 cm (6.9 inch) Full HD+ Display | 32MP Rear Camera | 6300 mAh Battery | UNISOC T8300 octa-core processor Processor | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,27
LAVA Hero Shakti 2026,₹989,"₹1,249",20% off,3.9,9 Ratings & 0 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB | 4.57 cm (1.8 inch) HQVGA Display | 0MP | 0MP Front Camera | 1000 mAh Battery | Mtk Processor | Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,27
"REDMI A7 Pro 5G (Black, 128 GB)","₹13,938","₹16,999",18% off,3.8,50 Ratings & 8 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 128 GB | 17.53 cm (6.9 inch) Full HD+ Display | 32MP Rear Camera | 6300 mAh Battery | UNISOC T8300 octa-core processor Processor | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,27
"REDMI A7 Pro 5G (Sunset Orange, 64 GB)","₹12,827","₹15,999",19% off,3.8,50 Ratings & 8 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 64 GB | 17.53 cm (6.9 inch) Full HD+ Display | 32MP Rear Camera | 6300 mAh Battery | UNISOC T8300 octa-core processor Processor | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,27
"OPPO K13 Turbo 5G (Purple Phantom, 128 GB)","₹27,999","₹33,999",17% off,4.4,"7,999 Ratings & 568 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ Display | 50MP + 2MP | 16MP Front Camera | 7000 mAh Battery | Dimensity 8450 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,27
"OPPO K13 Turbo 5G (Midnight Maverick, 128 GB)","₹27,999","₹33,999",17% off,4.4,"7,999 Ratings & 568 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ Display | 50MP + 2MP | 16MP Front Camera | 7000 mAh Battery | Dimensity 8450 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,27
"OPPO K13 Turbo 5G (White Knight, 256 GB)","₹29,999","₹35,999",16% off,4.4,"7,999 Ratings & 568 Reviews",8 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Full HD+ Display | 50MP + 2MP | 16MP Front Camera | 7000 mAh Battery | Dimensity 8450 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,27
"OPPO K13 Turbo 5G (Purple Phantom, 256 GB)","₹29,999","₹35,999",16% off,4.4,"7,999 Ratings & 568 Reviews",8 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Full HD+ Display | 50MP + 2MP | 16MP Front Camera | 7000 mAh Battery | Dimensity 8450 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,27
Jmax Prime,₹828,"₹1,499",44% off,3.7,50 Ratings & 4 Reviews,32 MB RAM | 32 MB ROM | 6.1 cm (2.4 inch) NA Display | 1.3MP Rear Camera | 2250 mAh Battery | 3 Months Domestic Warranty 7698174900,27
MTR M16,"₹5,990","₹5,999",,5,4 Ratings & 2 Reviews,3 GB RAM | 32 GB ROM | 10.16 cm (4 inch) HD Display | 5MP Rear Camera | 2000 mAh Battery | Cortex-A7 quad core Processor | 6 MONTHS WARRENTY,27
"realme P3 Ultra 5G (Orion Red, 256 GB)","₹35,759","₹35,999",,4.5,"4,364 Ratings & 390 Reviews",12 GB RAM | 256 GB ROM | 17.35 cm (6.83 inch) Display | 50MP + 8MP | 16MP Front Camera | 6000 mAh Battery | Dimensity 8350 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,27
"REDMI A7 Pro 5G (Black, 64 GB)","₹12,890","₹15,999",19% off,3.8,50 Ratings & 8 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 64 GB | 17.53 cm (6.9 inch) Full HD+ Display | 32MP Rear Camera | 6300 mAh Battery | UNISOC T8300 octa-core processor Processor | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,27
"POCO M7 5G (Mint Green, 128 GB)","₹12,499","₹12,999",3% off,4.1,"77,088 Ratings & 3,683 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.48 cm (6.88 inch) HD+ Display | 50MP Rear Camera | 8MP Front Camera | 5160 mAh Battery | 4 Gen 2 5G Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,27
"Samsung Galaxy F36 5G (Red, 128 GB)","₹21,999","₹22,999",4% off,4.3,"10,639 Ratings & 702 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 8MP + 2MP | 13MP Front Camera | 5000 mAh Battery | Samsung Exynos 1380 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,27
"REDMI Note 14 Pro 5G (Titan Black, 256 GB)","₹25,999","₹30,999",16% off,4.4,"5,889 Ratings & 395 Reviews",8 GB RAM | 256 GB ROM | 16.94 cm (6.67 inch) Display | 50MP + 8MP + 2MP | 20MP Front Camera | 5500 mAh Battery | Dimensity 7300 Ultra Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,27
"OPPO K13 Turbo 5G (Midnight Maverick, 128 GB)","₹27,999","₹33,999",17% off,4.4,"7,999 Ratings & 568 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ Display | 50MP + 2MP | 16MP Front Camera | 7000 mAh Battery | Dimensity 8450 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,28
"REDMI Note 15 SE 5G (Crimson Reserve, 256 GB)","₹23,999","₹27,999",14% off,4.3,463 Ratings & 57 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB | 17.2 cm (6.77 inch) Full HD+ AMOLED Display | 50MP Rear Camera | 20MP Front Camera | 5800 mAh Lithium-Ion Polymer Battery | Snapdragon 6 Gen 3 Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,28
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,28
"MOTOROLA Signature (PANTONE Carbon, 512 GB)","₹62,499","₹79,999",21% off,4.4,484 Ratings & 82 Reviews,16 GB RAM | 512 GB ROM | 17.27 cm (6.8 inch) Super HD Display | 50MP + 50MP + 50MP | 50MP Front Camera | 5200 mAh Battery | Snapdragon 8 Gen 5 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,28
"OPPO Reno15 5G (Twilight Blue, 256 GB)","₹47,999","₹49,999",4% off,4.5,606 Ratings & 67 Reviews,8 GB RAM | 256 GB ROM | 16.74 cm (6.59 inch) Full HD+ Display | 50MP + 50MP + 8MP | Yes | 6500 mAh Battery | 7 Gen 4 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,28
"REDMI A7 Pro 5G (Black, 64 GB)","₹12,890","₹15,999",19% off,3.8,50 Ratings & 8 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 64 GB | 17.53 cm (6.9 inch) Full HD+ Display | 32MP Rear Camera | 6300 mAh Battery | UNISOC T8300 octa-core processor Processor | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,28
"realme P3 Ultra 5G (Orion Red, 256 GB)","₹35,759","₹35,999",,4.5,"4,364 Ratings & 390 Reviews",12 GB RAM | 256 GB ROM | 17.35 cm (6.83 inch) Display | 50MP + 8MP | 16MP Front Camera | 6000 mAh Battery | Dimensity 8350 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,28
"Samsung Galaxy A26 5G (White, 128 GB)","₹21,990","₹27,999",21% off,4,387 Ratings & 31 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 8MP | 13MP Front Camera | 5000 mAh Battery | Samsung Exynos 1380 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,28
